Class: Box, 8.0, 8.0, 24.0, 1.0, 1.0, 1.0
Class: Box, 2.0, 2.0, 6.0, 1.0, 1.0, 1.0
Class: Box, 6.0, 2.0, 2.0, 1.0, 1.0, 1.0
Class: Box, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0
Class: Box, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0
Class: Box, 8.0, 8.0, 8.0, 1.0, 1.0, 1.0
Class: Box, 24.0, 24.0, 24.0, 1.0, 1.0, 1.0
Class: Box, 16.0, 16.0, 16.0, 1.0, 1.0, 1.0
Class: Box, 24.0, 24.0, 24.0, 8.0, 8.0, 8.0
Class: Box, 8.0, 8.0, 24.0, 8.0, 8.0, 8.0
Class: Box, 2.0, 2.0, 6.0, 2.0, 2.0, 2.0
Class: Cylinder, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0
Class: Cylinder, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0
